-93,1917;11,116
-91,8583;10,9822
-91,0787;10,5975
-89,984;10,263
-88,4089;10,5139
-86,8338;10,7648
-85,3372;11,0156
-83,5274;11,1996
-82,1094;11,4505
-80,456;11,6846
-78,8809;11,9355
-77,6189;12,2533
-76,0438;12,5041
-74,3906;12,7216
-72,5811;12,8888
-70,8502;13,056
-69,119;13,24
-67,5438;13,4909
-65,8904;13,725
-64,3938;13,9759
-62,7412;14,1599
-61,1658;14,4275
-59,5909;14,6616
-58,0158;14,9125
-56,2846;15,0964
-54,4751;15,2637
-52,7436;15,4644
-51,0127;15,6316
-49,2812;15,8323
-47,4719;15,9829
-45,8973;16,2003
-44,2436;16,4511
-42,5905;16,6686
-40,9373;16,886
-39,2058;17,0867
-37,4752;17,2372
-35,9005;17,4546
-34,1701;17,5884
-32,4394;17,7389
-30,7868;17,9229
-28,9786;18,0065
-27,2484;18,1236
-25,6738;18,341
-21,9757;18,709
-20,3241;18,826
-18,7503;18,9933
-16,941;19,1438
-15,1323;19,2609
-13,245;19,3779
-11,4358;19,5285
-9,6263;19,6957
-7,739;19,8128
-6,1641;20,0469
-4,5898;20,2476
-2,9397;20,2644
