10,812;3,9167
13,5;4,9259
16,622;5,3959
17,033;6,4737
17,42;7,2367
17,894;5,6856
19,455;6,2029
22,142;7,2121
24,979;7,7495
27,796;9,6346
30,771;10,4415
31,897;11,2494
34,442;12,326
36,842;13,5375
39,1;14,749
41,501;15,9605
44,044;17,1045
46,588;18,2486
49,561;19,1902
51,963;20,267
54,937;21,1412
58,198;21,8133
61,173;22,6202
64,148;23,4271
67,411;23,9643
70,813;24,7037
73,932;25,3757
77,198;25,7109
80,318;26,3156
83,581;26,8528
86,845;27,3227
90,108;27,9274
93,514;28,3972
96,778;28,867
100,04;29,4717
103,304;29,9416
106,567;30,4788
109,829;31,0835
113,236;31,5533
116,5;32,0231
119,762;32,6278
123,027;33,0303
126,289;33,6349
129,552;34,1722
132,671;34,8443
135,932;35,5163
138,91;36,1211
142,028;36,8605
144,859;37,8023
147,835;38,4744
150,812;39,1466
151,505;40,4264
154,485;40,8964
156,885;42,1079
159,287;43,252
161,404;44,3288
163,091;45,7428
164,349;47,2918
166,038;48,5036
167,876;49,2438
169,998;50,0512
171,973;51,1955
173,803;52,4746
