-107,1128;4,1144
-105,0836;3,9923
-103,1467;3,8393
-101,0253;4,1497
-99,1806;4,5834
-97,4282;5,0788
-95,4913;5,4816
-93,4621;5,8228
-91,3407;6,0405
-89,3116;6,4435
-87,1902;6,7538
-85,3455;7,1875
-83,1319;7,3436
-81,0105;7,5304
-79,1658;7,9023
-76,9522;8,2436
-74,923;8,3995
-72,7094;8,5864
-70,588;8,8968
-68,3744;9,0837
-66,1607;9,2397
-64,0393;9,4266
-61,8257;9,5826
-59,7043;9,8621
-57,5829;10,1107
-55,3693;10,2358
-53,1557;10,4228
-51,0343;10,6405
-48,7284;10,7657
-46,6071;10,9525
-44,3934;11,1394
-42,272;11,3572
-40,1507;11,6367
-37,937;11,7927
-35,7234;11,9487
-33,602;12,29
-31,4806;12,4459
-29,267;12,6946
-27,1456;12,9432
-25,0242;13,13
-22,8106;13,2552
-20,597;13,4112
-18,4756;13,5672
-16,3542;13,7231
-14,0483;14,0336
-11,7425;14,0971
-9,8056;14,1603
-7,4997;14,1929
-5,3783;14,3797
-3,3492;14,0415
-1,2278;14,1666
