-93,3077;40,3787
-91,8115;39,9892
-90,3941;40,4175
-89,0554;40,9301
-87,323;40,7107
-85,6694;40,3783
-84,0945;39,9609
-82,3621;39,6287
-80,551;39,3814
-78,6611;39,3037
-76,7712;39,1695
-74,8813;39,0354
-72,9914;38,9294
-71,0228;38,8237
-69,0542;38,8027
-67,243;38,6683
-65,2744;38,6754
-63,3058;38,5697
-61,4159;38,492
-59,526;38,386
-57,5574;38,3086
-55,6675;38,2026
-53,7776;38,0685
-51,809;38,0756
-49,9191;37,9697
-47,9505;37,9486
-45,9819;37,9558
-44,0132;37,963
-42,1234;37,8288
-40,1547;37,836
-38,1861;37,7867
-36,2962;37,7372
-34,3276;37,7443
-32,359;37,6951
-30,4691;37,6173
-26,6893;37,3772
-24,8782;37,3838
-22,9883;37,3625
-21,1772;37,1716
-19,366;36,9808
-17,4762;36,8466
-15,5863;36,7124
-13,6176;36,6068
-11,7278;36,5008
-9,9166;36,2535
-8,0268;36,1476
-6,2156;36,0413
-4,4045;35,9069
-3,0658;35,4605
