22,202;-27,4286
24,83;-27,1332
27,707;-27,0593
29,96;-26,4685
32,962;-26,0992
35,84;-25,5823
38,593;-24,9176
41,345;-24,0314
44,223;-23,2928
46,975;-22,6282
49,728;-21,7419
52,48;-21,0773
55,358;-20,4864
58,236;-19,8956
60,988;-19,231
63,866;-18,5663
66,869;-18,0493
69,747;-17,5324
72,624;-16,8677
75,502;-16,2769
78,254;-15,6122
81,257;-15,2429
84,135;-14,5783
87,138;-14,209
90,015;-13,5443
93,018;-13,1751
95,896;-12,5104
98,774;-12,1411
101,651;-11,5503
104,654;-11,0333
107,532;-10,5164
110,534;-10,0733
113,412;-9,4086
116,29;-8,8178
119,167;-8,1531
121,67;-7,2669
124,422;-6,6761
126,925;-5,7898
129,427;-4,8297
131,804;-3,8697
134,432;-2,9834
136,434;-1,8018
138,686;-0,6202
141,188;0,2661
143,44;1,6693
145,692;2,9248
147,944;4,1064
149,946;5,4357
152,073;6,7651
154,2;8,0944
156,202;9,4976
158,079;10,9747
159,955;12,4517
161,707;14,0026
162,583;15,7012
163,459;17,4737
163,959;19,8369
164,96;21,6094
166,461;23,0864
167,279;25,041
