23,013;-11,07
23,117;-10,802
23,222;-10,533
23,954;-9,583
24,895;-9,247
25,628;-9,186
25,941;-9,205
27,092;-9,499
28,138;-9,795
29,603;-10,031
29,707;-10,044
31,485;-10,256
32,427;-10,389
34,728;-10,596
35,356;-10,593
37,238;-10,516
39,121;-10,443
41,109;-10,463
42,155;-10,498
43,41;-10,533
46,444;-10,518
47,699;-10,502
48,117;-10,498
50,941;-10,409
51,464;-10,353
54,079;-9,906
55,439;-9,718
55,544;-9,708
60,251;-9,562
60,983;-9,545
61,297;-9,535
64,958;-9,164
65,9;-8,981
68,619;-8,399
70,084;-8,157
71,13;-8,066
74,791;-8,002
75,209;-7,98
77,092;-7,833
80,649;-7,474
82,322;-7,326
82,741;-7,289
85,565;-6,953
87,552;-6,571
88,912;-6,311
90,69;-6,068
94,456;-5,927
95,711;-5,851
96,339;-5,784
99,895;-5,086
101,464;-4,758
102,092;-4,651
106,485;-4,325
106,59;-4,32
107,636;-4,247
111,088;-3,804
112,971;-3,495
113,808;-3,354
115,063;-3,147
116,423;-2,929
120,188;-2,377
120,502;-2,336
121,234;-2,243
124,477;-1,88
125,209;-1,807
126,464;-1,686
129,603;-1,372
130,544;-1,255
131,172;-1,167
134,937;-0,519
135,669;-0,39
136,297;-0,281
139,54;0,255
140,063;0,343
142,887;0,857
143,933;1,08
148,013;1,986
148,431;2,057
149,059;2,156
152,929;2,87
153,033;2,901
153,452;3,035
156,799;4,299
157,008;4,354
157,845;4,513
159,414;4,669
160,983;4,868
161,82;5,087
162,134;5,192
164,644;6,228
164,749;6,27
165,063;6,394
167,887;7,27
167,992;7,291
168,305;7,345
170,293;7,456
170,397;7,482
171,757;8,35
171,967;8,584
172,28;9,065
172,594;9,922
