0,878;9,757
0,964;9,762
1,007;9,765
5,381;9,949
5,42;9,949
6,126;9,943
10,27;9,943
10,847;9,978
12,267;10,129
16,273;10,967
16,472;11,018
18,527;11,573
22,017;12,63
22,412;12,76
26,338;14,164
27,681;14,675
28,192;14,87
33,763;16,811
33,794;16,82
34,267;16,954
39,487;18,252
40,349;18,462
40,649;18,537
45,211;19,729
47,385;20,309
48,1;20,497
50,398;21,085
53,885;21,92
55,611;22,297
56,302;22,437
61,692;23,449
61,935;23,499
62,504;23,618
67,811;24,837
67,832;24,842
69,447;25,204
72,702;25,869
74,867;26,239
77,378;26,586
78,367;26,708
81,962;27,157
84,056;27,475
84,39;27,53
88,699;28,313
90,197;28,598
90,651;28,683
95,78;29,549
95,794;29,551
98,129;29,845
102,162;30,263
102,591;30,307
106,238;30,804
107,887;31,156
108,136;31,217
113,672;32,673
113,989;32,74
114,574;32,851
119,277;33,384
119,952;33,485
120,596;33,603
124,883;34,775
126,33;35,211
127,57;35,56
130,189;36,167
133,186;36,789
133,531;36,872
135,496;37,454
138,537;38,659
139,027;38,872
140,859;39,676
144,376;41,09
145,524;41,466
146,701;41,817
149,442;42,717
150,887;43,408
151,946;43,985
153,434;44,738
156,248;45,767
157,128;46,198
157,906;46,698
160,656;48,817
160,939;49,018
162,435;49,976
164,465;51,439
164,869;51,839
166,366;54,03
167,02;55,348
167,543;56,494
168,682;58,887
169,101;59,631
169,511;60,265
171,478;62,168
