0.878;14.325;9.757;-24.518
0.964;14.321;9.762;-24.555
1.007;14.319;9.765;-24.573
5.381;14.3;9.949;-25.891
5.42;14.303;9.949;-25.894
6.126;14.353;9.943;-25.904
10.27;14.917;9.943;-25.385
10.847;15.016;9.978;-25.33
12.267;15.265;10.129;-25.234
16.273;15.939;10.967;-24.974
16.472;15.97;11.018;-24.952
18.527;16.259;11.573;-24.639
22.017;16.681;12.63;-23.963
22.412;16.728;12.76;-23.898
26.338;17.26;14.164;-23.43
27.681;17.481;14.675;-23.292
28.192;17.57;14.87;-23.238
33.763;18.643;16.811;-22.54
33.794;18.649;16.82;-22.536
34.267;18.743;16.954;-22.469
39.487;19.627;18.252;-21.709
40.349;19.735;18.462;-21.592
40.649;19.771;18.537;-21.552
45.211;20.223;19.729;-20.959
47.385;20.413;20.309;-20.658
48.1;20.475;20.497;-20.562
50.398;20.67;21.085;-20.291
53.885;20.927;21.92;-20.033
55.611;21.037;22.297;-19.96
56.302;21.081;22.437;-19.94
61.692;21.577;23.449;-19.797
61.935;21.61;23.499;-19.784
62.504;21.695;23.618;-19.747
67.811;22.672;24.837;-19.238
67.832;22.675;24.842;-19.237
69.447;22.93;25.204;-19.213
72.702;23.263;25.869;-19.212
74.867;23.401;26.239;-19.048
77.378;23.533;26.586;-18.791
78.367;23.587;26.708;-18.702
81.962;23.86;27.157;-18.492
84.056;24.128;27.475;-18.373
84.39;24.183;27.53;-18.35
88.699;24.95;28.313;-17.976
90.197;25.121;28.598;-17.863
90.651;25.156;28.683;-17.837
95.78;25.309;29.549;-17.809
95.794;25.31;29.551;-17.809
98.129;25.403;29.845;-17.772
102.162;25.816;30.263;-17.695
102.591;25.877;30.307;-17.693
106.238;26.487;30.804;-17.703
107.887;26.795;31.156;-17.665
108.136;26.842;31.217;-17.653
113.672;27.703;32.673;-17.154
113.989;27.728;32.74;-17.119
114.574;27.762;32.851;-17.055
119.277;27.896;33.384;-16.644
119.952;28;33.485;-16.612
120.596;28.14;33.603;-16.588
124.883;29.484;34.775;-16.374
126.33;29.874;35.211;-16.202
127.57;30.117;35.56;-16.017
130.189;30.464;36.167;-15.626
133.186;30.87;36.789;-15.287
133.531;30.938;36.872;-15.241
135.496;31.452;37.454;-14.877
138.537;32.493;38.659;-13.895
139.027;32.661;38.872;-13.717
140.859;33.256;39.676;-13.089
144.376;34.336;41.09;-12.158
145.524;34.696;41.466;-11.892
146.701;35.084;41.817;-11.618
149.442;36.133;42.717;-10.906
150.887;36.805;43.408;-10.481
151.946;37.352;43.985;-10.15
153.434;38.172;44.738;-9.665
156.248;39.793;45.767;-8.705
157.128;40.295;46.198;-8.395
157.906;40.739;46.698;-8.118
160.656;42.457;48.817;-7.102
160.939;42.661;49.018;-6.994
162.435;43.857;49.976;-6.414
164.465;45.917;51.439;-5.538
164.869;46.423;51.839;-5.322
166.366;48.741;54.03;-4.233
167.02;50.011;55.348;-3.517
167.543;51.136;56.494;-2.814
168.682;53.94;58.887;-0.95
169.101;55.128;59.631;-0.218
169.511;56.424;60.265;0.475
171.478;61.77;62.168;3.555
