23,013;5,076
23,117;5,161
23,222;5,246
23,954;5,808
24,895;6,378
25,628;6,671
25,941;6,759
27,092;6,963
28,138;7,09
29,603;7,29
29,707;7,307
31,485;7,659
32,427;7,872
34,728;8,416
35,356;8,56
37,238;8,957
39,121;9,288
41,109;9,572
42,155;9,701
43,41;9,849
46,444;10,221
47,699;10,403
48,117;10,471
50,941;11,038
51,464;11,157
54,079;11,727
55,439;11,98
55,544;11,998
60,251;12,799
60,983;12,932
61,297;12,991
64,958;13,741
65,9;13,942
68,619;14,499
70,084;14,763
71,13;14,934
74,791;15,459
75,209;15,517
77,092;15,779
80,649;16,335
82,322;16,659
82,741;16,753
85,565;17,484
87,552;17,909
88,912;18,11
90,69;18,324
94,456;18,808
95,711;19,049
96,339;19,192
99,895;20,06
101,464;20,356
102,092;20,463
106,485;21,199
106,59;21,219
107,636;21,438
111,088;22,444
112,971;23,129
113,808;23,418
115,063;23,807
116,423;24,169
120,188;25,177
120,502;25,28
121,234;25,538
124,477;26,784
125,209;27,022
126,464;27,389
129,603;28,276
130,544;28,566
131,172;28,766
134,937;30,094
135,669;30,381
136,297;30,636
139,54;32,102
140,063;32,352
142,887;33,744
143,933;34,32
148,013;36,701
148,431;36,932
149,059;37,266
152,929;39,007
153,033;39,053
153,452;39,237
156,799;40,959
157,008;41,074
157,845;41,527
159,414;42,311
160,983;42,978
161,82;43,303
162,134;43,422
164,644;44,368
164,749;44,41
165,063;44,538
167,887;45,833
167,992;45,888
168,305;46,06
170,293;47,36
170,397;47,438
171,757;48,704
171,967;49,022
172,28;49,64
172,594;50,407
