29.58,-29.019,-19.066,38.124
30.173,-29.128,-19.148,38.122
30.244,-29.142,-19.158,38.122
39.531,-30.871,-20.652,38.139
40.225,-31.001,-20.799,38.148
40.48,-31.049,-20.854,38.152
49.478,-32.861,-22.958,38.538
50.192,-33.025,-23.091,38.595
50.444,-33.084,-23.135,38.616
59.878,-35.406,-24.102,39.434
60.145,-35.465,-24.124,39.45
60.321,-35.504,-24.14,39.46
69.822,-37.469,-25.277,39.72
70.38,-37.602,-25.368,39.748
70.649,-37.668,-25.413,39.762
79.766,-40.245,-27.198,40.504
80.163,-40.352,-27.275,40.537
80.619,-40.472,-27.363,40.575
89.44,-42.39,-28.801,41.286
90.396,-42.58,-28.926,41.378
90.675,-42.636,-28.961,41.405
99.923,-44.666,-30.165,42.583
100.084,-44.706,-30.193,42.609
100.46,-44.799,-30.262,42.671
109.59,-47.164,-32.507,44.263
109.961,-47.256,-32.613,44.317
110.338,-47.348,-32.722,44.371
119.71,-49.432,-35.373,45.815
120.385,-49.578,-35.545,45.968
120.666,-49.638,-35.615,46.035
129.641,-51.64,-37.701,48.52
130.171,-51.76,-37.837,48.648
130.361,-51.804,-37.887,48.692
139.576,-53.902,-40.785,50.584
140.234,-54.052,-41.025,50.742
140.418,-54.094,-41.093,50.788
149.034,-56.058,-44.601,53.322
150.137,-56.31,-45.072,53.675
150.475,-56.386,-45.216,53.783
