54.469,-19.317,35.29,-13.538
54.74,-19.314,35.292,-13.529
54.893,-19.313,35.292,-13.524
64.884,-19.379,35.333,-13.279
64.932,-19.381,35.333,-13.278
66.495,-19.455,35.337,-13.271
74.972,-19.884,35.373,-13.477
75.237,-19.888,35.375,-13.488
76.744,-19.893,35.392,-13.556
84.544,-19.639,35.414,-13.886
84.906,-19.626,35.406,-13.898
86.993,-19.56,35.348,-13.95
94.27,-19.473,35.235,-14.029
94.945,-19.476,35.25,-14.042
97.764,-19.505,35.358,-14.124
104.671,-19.654,35.605,-14.528
104.832,-19.658,35.605,-14.54
110.732,-19.84,35.41,-15.052
114.558,-20.039,35.318,-15.462
114.711,-20.049,35.319,-15.48
122.655,-20.99,35.762,-16.856
124.701,-21.449,35.905,-17.399
125.797,-21.748,35.971,-17.725
132.593,-24.377,36.375,-20.194
134.949,-25.493,36.6,-21.194
136.781,-26.39,36.838,-22.029
140.125,-28.058,37.416,-23.651
144.777,-30.64,38.493,-26.038
147.035,-32.124,39.115,-27.3
150.17,-34.566,40.1,-29.278
154.395,-38.491,41.693,-32.753
156.036,-40.153,42.403,-34.307
157.39,-41.561,43.023,-35.57
164.222,-48.934,46.42,-41.13
164.828,-49.599,46.731,-41.596
165.03,-49.82,46.834,-41.751
