210.70679421349703,-13.49978154472622
210.61164548708138,-13.492902141385693
210.62184290679483,-13.320750471329744
210.4547050648642,-13.168762982960702
210.39244823460453,-13.14648985369148
210.36782057418486,-13.129437053947242
210.3191425207057,-13.098377705545811
210.29854450212514,-13.07959944513044
210.09001723455094,-13.048529332061626
209.90809727859605,-13.159247674678618
209.86122070975537,-13.13742644523245
209.6854628563075,-12.90659848458905
209.66517705876475,-12.914559852910632
209.62985987518823,-12.90068523242678
209.60325492134257,-12.886130605341005
209.5259940451992,-12.8597390953449
209.4320614929816,-12.83181670081587
209.20030050739672,-12.770476657907055
209.07619865771707,-12.743370121886324
208.8263589480093,-12.694691570379314
208.7519128506368,-12.666402799737012
208.35975617024096,-12.631057614551771
208.00512802238282,-12.543273636497181
207.8057744322568,-12.518571307780784
207.74524271602365,-12.471969357502056
207.63307619103185,-12.446142728474488
207.39186889209566,-12.432407275737633
207.18265096063885,-12.424975929400805
207.03952389364844,-12.401632591038705
206.68831148937417,-12.4532947277804
206.4301118869666,-12.416875695757826
206.27174320235292,-12.399431390581944
205.95842849420686,-12.471714153443314
205.75817432507165,-12.250225416378818
205.49399403395782,-12.316731164048198
205.26962710775825,-12.290013789365288
205.09072435856436,-12.264107859924197
204.8105524222393,-12.22986062371696
204.5882427812951,-12.206697336693795
204.37796126486325,-12.185836593531073
204.057013509463,-12.189026751631642
203.8891060559816,-12.164340445938796
203.55578113242206,-12.161845241972516
203.36676605873458,-12.129081507149687
202.97044777142048,-12.142072482244334
202.76404768084365,-12.139268152043122
202.33497161023064,-12.132442342713185
201.77659783633428,-12.18315946332031
201.47617178346556,-12.150679553984455
201.1618276252601,-12.068554335771204
200.8946568348978,-12.11556840935898
200.6443160984762,-12.12114308270404
200.42374499790992,-12.075114539785082
200.01315682499865,-12.117918206188104
199.75641213653643,-12.191519299542165
199.32890028044076,-12.042288198285604
199.03536192795394,-12.11013928246707
198.7360018137911,-12.09829894893159
198.45008903187215,-12.062112618102157
198.03030618445283,-12.002175035455707
197.86938582110955,-11.965049047205534
197.55700260032472,-11.985721041536104
197.20112437600122,-11.956451393578522
196.95324000881627,-11.938461734386047
196.34933658043028,-11.904870767397584
195.98207970238656,-12.18035012827124
195.73723183177952,-12.149556119472086
195.44507852948337,-12.118587234257872
195.1441802520887,-12.092345561736536
194.6790898297536,-12.03928024523269
194.38189871591715,-12.001576679628101
193.53623075704192,-12.201389515791774
193.32964978538533,-12.159368476704845
193.0647169703763,-12.12840244309554
192.79395420875923,-12.102201047440388
192.40329946324303,-12.062475461237327
192.18864722812972,-12.023896855055614
191.73686577448441,-11.984697114079845
191.54012339543038,-11.957992280251325
191.17556496572675,-11.949254659907487
190.90506920042228,-11.908166074749037
190.5302398025451,-11.901406630872852
190.18795450650475,-11.871114788894609
189.53310126495455,-12.32195788497803
189.1660570509907,-12.063713491456637
188.63960285875228,-11.799966226778329
188.46463509085234,-11.735798643740358
188.0197442955338,-11.71420705066115
187.42795622178608,-11.740337485188647
187.08822616395713,-11.652975534826943
