9,872;10,313
12,435;10,7984
15,709;11,1592
17,277;11,6471
19,988;12,6238
20,275;12,9919
22,842;13,846
25,269;14,9464
27,979;15,9231
30,405;16,962
32,832;18,1238
35,118;19,286
37,402;20,3867
39,545;21,6107
41,973;22,7725
44,258;23,9346
46,542;25,0353
48,97;26,1971
51,395;27,1131
54,392;28,335
56,96;29,3735
61,667;31,0215
64,658;31,5673
67,652;32,4819
70,926;32,9656
73,919;33,6958
76,77;34,5493
79,901;34,849
83,034;35,333
83,747;35,5771
86,88;36,184
90,01;36,2993
93,286;36,9059
96,561;37,4511
99,833;37,566
107,95;39,0213
111,079;39,0751
117,631;40,2883
120,333;40,3432
123,325;40,9505
126,599;41,3727
129,874;41,8564
133,15;42,463
136,424;42,9467
139,7;43,5533
142,834;44,1602
145,967;44,7672
148,96;45,4974
152,376;45,9193
155,369;46,711
158,645;47,3176
161,496;48,171
164,489;48,9627
167,341;49,8162
169,909;50,7933
171,768;52,0794
173,769;53,3037
176,053;54,343
