-93,2812;-31,1
-91,7901;-30,4888
-90,3753;-30,774
-88,726;-30,5703
-87,3137;-29,8368
-86,1373;-29,0626
-84,961;-28,2069
-83,7059;-27,4327
-82,4509;-26,6585
-81,1958;-25,8843
-79,6261;-25,2731
-78,2139;-24,5396
-76,6441;-23,9691
-75,0744;-23,3579
-73,3472;-22,9097
-71,8561;-22,2577
-70,2078;-21,6873
-68,5591;-21,239
-66,9894;-20,6278
-65,2624;-20,0981
-63,6926;-19,5276
-62,1229;-18,9164
-60,6317;-18,346
-58,9831;-17,857
-57,4132;-17,3273
-56,7073;-16,879
-55,2162;-16,2678
-53,6462;-15,7788
-51,9978;-15,2084
-50,2706;-14,7602
-48,7008;-14,1897
-46,9737;-13,7007
-45,4038;-13,171
-43,7553;-12,6413
-42,1856;-12,0301
-40,3796;-11,6633
-38,5736;-11,2966
-36,7677;-10,9299
-34,883;-10,6039
-33,077;-10,2372
-31,271;-9,8704
-29,3864;-9,5444
-27,5804;-9,1777
-25,9319;-8,648
-24,2047;-8,1998
-22,5563;-7,67
-20,7504;-7,2626
-19,1019;-6,7328
-17,3748;-6,2439
-15,6476;-5,7956
-13,8417;-5,3882
-12,1142;-5,0622
-10,4656;-4,5732
-8,8958;-4,0027
-7,4045;-3,473
-5,7559;-2,984
-4,2649;-2,3321
-2,5368;-2,2098
