10,246;-8,9456
11,647;-9,7342
12,622;-10,5963
14,591;-11,2751
17,569;-10,761
19,983;-10,1406
22,54;-9,4836
24,673;-8,7559
27,088;-8,0995
29,08;-7,3722
31,636;-6,7513
33,91;-6,0232
36,043;-5,3315
38,599;-4,6746
41,014;-4,0542
43,57;-3,3972
46,125;-2,8124
48,681;-2,1915
51,518;-1,6419
54,355;-1,1282
57,333;-0,6142
60,45;-0,2439
63,428;0,2341
66,545;0,6044
69,943;0,8675
73,061;1,2738
76,318;1,5725
79,435;1,9067
82,693;2,2775
85,951;2,6122
89,208;2,8748
92,465;3,1374
95,721;3,3639
99,12;3,663
102,516;3,8179
105,772;4,0444
109,31;4,1998
112,565;4,3903
115,962;4,5812
119,359;4,7361
122,756;4,9631
125,874;5,3694
129,131;5,632
132,248;6,0023
135,507;6,3731
138,764;6,7078
141,881;7,042
145,138;7,3407
148,396;7,6393
151,512;7,9375
154,488;8,3434
157,605;8,6777
160,441;9,1552
163,277;9,6689
166,253;10,0027
169,37;10,373
172,063;10,778
173,35;11,6112
174,49;12,1555
