1,199;-24,6711
3,253;-25,4821
6,188;-25,9595
9,859;-25,9128
13,239;-25,1985
16,764;-25,0087
20,142;-24,6282
23,375;-24,1523
26,607;-23,6764
29,986;-23,2482
33,364;-22,82
36,45;-22,344
39,829;-21,9158
43,061;-21,4399
46,44;-21,0117
49,965;-20,6789
53,343;-20,346
56,868;-20,1086
60,247;-19,8711
63,772;-19,6813
67,297;-19,4438
70,968;-19,4447
74,493;-19,2072
78,164;-19,2082
81,689;-18,9707
85,36;-18,9716
88,885;-18,8772
92,556;-18,7827
96,227;-18,7837
99,752;-18,5462
103,423;-18,5471
106,801;-18,3096
110,473;-18,2629
113,704;-17,93
117,23;-17,6448
123,106;-16,7405
126,19;-16,6936
129,275;-16,5037
133,829;-15,6944
136,915;-15,1708
140;-14,7425
141,911;-14,1233
144,997;-13,552
147,935;-12,9806
151,022;-12,1233
153,668;-11,3135
156,167;-10,4561
158,373;-9,5032
160,726;-8,5503
162,785;-7,5974
164,55;-6,549
165,876;-5,4529
167,054;-4,3567
168,379;-3,2606
169,264;-2,1167
170,002;-0,9727
170,447;0,219
171,038;1,363
172,363;2,3161
