19.545,3.9666,3.8495,3.4669
19.635,3.974,3.8526,3.4696
19.721,3.9812,3.8557,3.4721
29.73,4.774,4.2287,3.74
29.907,4.7865,4.2359,3.7438
29.912,4.7869,4.2361,3.7439
40.102,5.5192,4.6502,3.9188
40.257,5.5324,4.6556,3.9211
40.265,5.5331,4.6558,3.9212
49.928,6.4697,4.8907,4.084
49.952,6.472,4.8911,4.0845
50.022,6.4784,4.8922,4.086
59.801,7.3145,5.0522,4.2995
59.941,7.327,5.055,4.302
59.949,7.3277,5.0551,4.3021
69.993,8.2488,5.2863,4.5
70.041,8.2528,5.2874,4.5016
70.22,8.2677,5.2914,4.5076
79.715,9.06,5.4797,5.0135
79.842,9.073,5.482,5.0219
80.319,9.123,5.491,5.0532
89.866,10.3013,5.7584,5.9603
89.907,10.3064,5.7603,5.9662
89.991,10.3167,5.7641,5.9783
99.72,11.5847,6.4583,7.8629
99.924,11.6176,6.4781,7.9073
100.024,11.6339,6.4879,7.9292
109.802,13.3459,7.895,10.2046
109.92,13.364,7.9204,10.2362
109.95,13.3685,7.9268,10.2441
119.603,14.6658,10.521,13.084
119.646,14.6727,10.5328,13.0967
119.672,14.6769,10.54,13.1044
129.807,16.7573,13.2728,15.997
130.029,16.8079,13.3407,16.0623
130.142,16.8339,13.3758,16.096
139.927,19.0499,16.8238,18.9775
139.99,19.0639,16.8467,18.9941
140.099,19.0877,16.8856,19.0224
149.951,21.161,20.2057,21.1956
149.961,21.1631,20.2091,21.1977
150.218,21.216,20.293,21.2495
