19.949,-18.2786,-18.4188,-16.092
20.036,-18.2877,-18.4199,-16.0918
20.04,-18.2881,-18.42,-16.0918
29.844,-19.3671,-18.5805,-16.0869
29.846,-19.3673,-18.5805,-16.0869
30.367,-19.43,-18.5925,-16.0895
40.168,-20.9708,-18.8959,-16.1529
40.43,-21.0281,-18.906,-16.1529
40.436,-21.0293,-18.9062,-16.1529
49.974,-23.4596,-19.3442,-16.1455
50.326,-23.5418,-19.3626,-16.1506
50.332,-23.5432,-19.363,-16.1507
60.394,-25.5724,-19.8848,-16.4699
60.469,-25.5877,-19.8882,-16.4725
60.573,-25.6088,-19.8929,-16.4762
69.846,-27.6504,-20.3033,-16.8204
69.946,-27.6719,-20.3088,-16.8255
70.125,-27.71,-20.3187,-16.8346
79.825,-29.7131,-20.9693,-17.5223
80.186,-29.7919,-20.9949,-17.5529
80.192,-29.7933,-20.9953,-17.5535
90.081,-32.0237,-21.8121,-18.8987
90.147,-32.0378,-21.8194,-18.9141
90.344,-32.0795,-21.8415,-18.9606
100.04,-34.2316,-23.3136,-22.1027
100.061,-34.2374,-23.3175,-22.11
100.235,-34.286,-23.3504,-22.1704
110.017,-37.1792,-25.9598,-25.4169
110.21,-37.2243,-26.0356,-25.4838
110.383,-37.2638,-26.1047,-25.544
120.101,-39.0949,-30.7477,-29.2454
120.168,-39.1107,-30.7785,-29.2722
120.184,-39.1144,-30.7858,-29.2785
129.973,-42.1238,-34.7661,-33.1983
130.162,-42.1815,-34.8455,-33.2745
130.245,-42.2067,-34.8805,-33.308
140.219,-44.8553,-39.5979,-37.4817
140.295,-44.8747,-39.6352,-37.5155
140.481,-44.9221,-39.7265,-37.5986
150.014,-47.4618,-44.3204,-42.1377
150.111,-47.4879,-44.3663,-42.185
150.278,-47.5336,-44.4464,-42.2675
