19.607,36.5398,37.0095,39.3917
20.031,36.5203,37.0156,39.4045
20.038,36.52,37.0157,39.4047
30.091,35.9499,37.1843,39.6789
30.174,35.9435,37.1861,39.6807
30.34,35.9305,37.1897,39.6842
40.225,34.8271,37.3629,39.8343
40.305,34.8151,37.3631,39.8353
40.317,34.8132,37.3631,39.8355
50.029,33.1616,37.2574,39.9589
50.105,33.1493,37.2565,39.9598
50.184,33.1365,37.2557,39.9607
59.978,31.6935,37.2272,40.0346
60.157,31.6667,37.2273,40.035
60.342,31.6386,37.2274,40.0355
69.796,30.1416,37.1525,40.0313
70.036,30.1063,37.1467,40.0311
70.115,30.0948,37.1447,40.0311
79.679,28.7217,36.7746,40.1021
79.823,28.6982,36.7684,40.105
80.089,28.6544,36.7569,40.1107
89.702,26.7396,36.2137,40.3334
89.712,26.7373,36.2128,40.3335
90.165,26.632,36.1714,40.3379
99.595,24.2509,35.0247,40.2289
99.668,24.2321,35.015,40.227
99.965,24.1563,34.9755,40.219
109.507,22.0411,33.2562,39.921
109.72,22.0045,33.1962,39.9145
109.823,21.9872,33.1669,39.9114
119.562,20.5182,29.8331,39.4764
119.601,20.5114,29.8221,39.4733
119.625,20.5073,29.8154,39.4714
129.767,18.6006,27.9061,38.2428
129.828,18.5908,27.8953,38.2336
129.876,18.5831,27.8865,38.2262
139.5,17.6011,25.6999,36.3037
139.652,17.5913,25.6621,36.2619
139.798,17.582,25.6259,36.2213
149.858,17.0205,23.1613,32.7153
149.968,17.0148,23.1347,32.6734
150.155,17.0051,23.0892,32.602
