1,156;10,4754
4,394;10,203
7,485;10,3409
10,871;10,6841
13,961;10,9589
15,581;11,4382
18,671;12,055
21,91;12,8085
24,853;13,7672
27,944;14,7259
30,888;15,4794
33,537;16,0959
36,187;17,1913
38,689;18,2182
41,927;19,0401
45,165;19,7253
48,403;20,4789
51,641;21,3008
54,879;21,986
57,97;22,6027
61,061;23,3562
64,299;23,9046
70,628;25,0697
74,014;25,5497
77,252;26,1665
80,637;26,6465
84,022;27,1949
87,408;27,8117
90,94;28,155
94,326;28,7718
97,711;29,2519
101,096;29,8003
104,481;30,3487
107,867;30,9655
111,252;31,4456
114,49;32,1991
117,876;32,8843
121,114;33,6379
124,352;34,3915
127,59;35,0766
130,681;35,8302
133,772;36,7889
136,715;37,8159
139,659;38,7746
142,603;39,7333
145,694;40,692
148,49;41,719
150,993;42,8827
153,495;44,0464
155,997;45,2101
158,352;46,4421
160,854;47,7426
163,062;49,043
164,239;50,7534
165,417;52,2586
166,594;53,8323
168,066;55,2692
169,391;56,6377
170,863;57,7326
172,335;59,1011
